"created
_at",Kwh,vry,vyb,vbr,vrn,vyn,vbn,ir,iy,ib
"2019-09-
19T14:2
4:00.000
Z","0.02085
347999
999066
8",404,"0.00885
009765
625",402,"2.29221
398410
34606e-
36",235,233,2.0625,"2.23437
5",2.4375
"2019-09-
19T14:2
6:00.000
Z","0.02050
052000
000141
7",404,"0.00909
423828
125",402,231,235,232,2.0625,2.15625,2.40625
"2019-09-
19T14:2
8:00.000
Z","0.02083
252000
001084
6",404,"0.00939
941406
25",404,233,234,232,2.0625,"2.23437
5","2.32812
5"
"2019-09-
19T14:2
9:00.000
Z","0.02092
983999
999705
6",404,"0.00939
941406
25",404,233,235,232,"2.07812
5","2.29687
5","2.17187
5"
"2019-09-
19T14:3
1:00.000
Z","0.02053
777999
999874
6",400,"0.00921
630859
375",402,232,234,232,"2.10937
5","2.32812
5","2.14062
5"
"2019-09-
19T14:3
3:00.000
Z","0.02067
627999
999968",402,"0.00958
251953
125",402,231,234,232,2,2.21875,2.34375
"2019-09-
19T14:3
5:00.000
Z","0.02067
119999
999704
5",402,"0.00921
630859
375",402,231,234,232,2.0625,2.28125,"2.26562
5"
"2019-09-
19T14:3
6:00.000
Z","0.02053
342000
000702
6",400,"0.00909
423828
125",400,230,234,232,2.0625,"2.23437
5",2.3125
"2019-09-
19T14:3
8:00.000
Z","0.02093
377999
999211
3",402,"0.00958
251953
125",402,232,234,232,2.03125,2.28125,"2.39062
5"
"2019-09-
19T14:4
0:00.000
Z","0.02060
469999
999623",400,"0.00915
527343
75",400,231,234,231,"2.07812
5",2.25,2.3125
"2019-09-
19T14:4
1:00.000
Z","0.02084
060000
001045
4",400,"0.00891
113281
25",400,229,234,232,2,2.28125,"2.26562
5"
"2019-09-
19T14:4
4:00.000
Z","0.02972
037999
999884",398,"0.00915
527343
75",400,230,235,232,"2.01562
5",2.21875,"2.23437
5"
"2019-09-
19T14:4
5:00.000
Z","0.02052
408000
000287",402,"0.00933
837890
625",400,231,"2.29221
398410
34606e-
36",232,2.03125,"2.26562
5",2.28125
"2019-09-
19T14:4
7:00.000
Z","0.02066
609999
998763
8",400,"0.00885
009765
625",400,231,234,231,"2.04687
5","2.39062
5","2.07812
5"
"2019-09-
19T14:4
9:00.000
Z","0.02057
452000
000921
4",400,"0.00939
941406
25",400,"2.29221
398410
34606e-
36",235,232,"2.01562
5",2.28125,"2.29687
5"
"2019-09-
19T14:5
1:00.000
Z","0.02937
191999
999049
6",400,"0.00909
423828
125",400,230,234,231,2.03125,"2.26562
5","2.14062
5"
"2019-09-
19T14:5
3:00.000
Z","0.02080
892000
001040
3",398,"0.00946
044921
875",400,231,234,232,"2.01562
5",2.21875,"2.42187
5"
"2019-09-
19T14:5
5:00.000
Z","0.02071
914000
000106
2",398,"0.00897
216796
875",398,229,234,231,2.03125,"2.23437
5","2.32812
5"
"2019-09-
19T14:5
6:00.000
Z","0.02057
633999
999961
7",400,"0.00915
527343
75",400,231,233,231,"2.01562
5","2.32812
5","2.26562
5"
"2019-09-
19T14:5
8:00.000
Z","0.02087
393999
999039
7",400,"0.00946
044921
875",400,231,233,231,"2.04687
5",2.375,"2.17187
5"
"2019-09-
19T15:0
0:00.000
Z","0.02079
222000
000299
8",400,"0.00921
630859
375",402,232,234,232,"2.01562
5","2.42187
5","2.07812
5"
"2019-09-
19T15:0
1:00.000
Z","0.02078
321999
999752
8",400,"0.00933
837890
625",400,231,234,232,"2.04687
5",2.21875,"2.14062
5"
"2019-09-
19T15:0
3:00.000
Z","0.02076
971999
999659
5",402,"0.00964
355468
75",402,232,235,233,2.03125,2.25,2.21875
"2019-09-
19T15:0
5:00.000
Z","0.02050
746000
000799
5",402,"0.00976
5625",402,231,236,233,"2.01562
5",2.21875,2.25
"2019-09-
19T15:0
6:00.000
Z","0.02073
381999
999401
2",402,"0.00927
734375",402,233,234,232,2.0625,2.3125,2.1875
"2019-09-
19T15:0
8:00.000
Z","0.02061
377999
999968",400,"0.00909
423828
125",400,231,234,232,"2.07812
5","2.29687
5",2.15625
"2019-09-
19T15:1
0:00.000
Z","0.02078
122000
000439
5",400,"0.00915
527343
75",400,231,234,232,2.0625,"2.26562
5",2.4375
"2019-09-
19T15:1
1:00.000
Z","0.02088
331999
999354
7",400,"0.00891
113281
25",400,230,235,232,"2.04687
5","2.29687
5","2.17187
5"
"2019-09-
19T15:1
3:00.000
Z","0.02064
148000
000568
7",400,"0.00903
320312
5",400,232,234,232,"2.01562
5",2.25,2.1875
"2019-09-
19T15:1
5:00.000
Z","0.02079
824000
000371
5",400,"0.00897
216796
875",398,230,234,232,"2.01562
5","2.26562
5","2.35937
5"
"2019-09-
19T15:1
7:00.000
Z","0.02066
558000
000077
3",398,"0.00939
941406
25",400,231,234,231,"2.01562
5","2.35937
5",2.3125
"2019-09-
19T15:1
8:00.000
Z","0.02093
158000
000403
3","2.29221
398410
34606e-
36","0.00933
837890
625",400,231,234,232,"1.95312
5","2.29687
5","2.35937
5"
"2019-09-
19T15:2
0:00.000
Z","0.02087
221999
999019
2",398,"0.00927
734375",398,229,234,232,"2.04687
5","2.26562
5",2.1875
"2019-09-
19T15:2
2:00.000
Z","0.02959
967999
999935
4",402,"0.00939
941406
25",402,231,"2.29221
398410
34606e-
36",232,"2.01562
5","2.39062
5",2.125
"2019-09-
19T15:2
4:00.000
Z","0.02087
158000
000636",402,"0.00958
251953
125",402,232,233,231,2.125,"2.45312
5",2.125
"2019-09-
19T15:2
6:00.000
Z","0.02941
219999
999157
2",400,"0.00970
458984
375",402,232,"2.29221
398410
34606e-
36",232,2,2.25,2.34375
"2019-09-
19T15:2
8:00.000
Z","0.02064
274000
001023
5",400,"0.00964
355468
75",400,231,234,232,2.03125,2.21875,"2.17187
5"
"2019-09-
19T15:3
0:00.000
Z","0.02060
983999
999007",400,"0.00952
148437
5",400,230,234,232,2.03125,"2.26562
5",2.21875
"2019-09-
19T15:3
2:00.000
Z","0.02054
792000
00118",402,"0.00891
113281
25",402,231,235,233,2,"2.26562
5",2.375
"2019-09-
19T15:3
3:00.000
Z","0.02078
269999
999611
2",402,"0.00939
941406
25",402,230,235,232,2.09375,"2.26562
5","2.29687
5"
"2019-09-
19T15:3
5:00.000
Z","0.02048
655999
999027
6",402,"0.00927
734375",400,230,235,232,2.03125,"2.23437
5",2.3125
"2019-09-
19T15:3
7:00.000
Z","0.02073
559999
999997
6",404,"0.00952
148437
5",404,233,235,233,2,"2.32812
5",2.25
"2019-09-
19T15:3
8:00.000
Z","0.02076
272000
001336",404,"0.00958
251953
125",404,234,234,233,2.03125,"2.25694
915357
8792e-3
6","2.32812
5"
"2019-09-
19T15:4
0:00.000
Z","0.02057
615999
999689",404,"0.00958
251953
125",404,234,234,233,"2.07812
5",2.34375,"2.20312
5"
"2019-09-
19T15:4
2:00.000
Z","0.02101
608000
000123
8",404,"0.00958
251953
125",404,233,234,233,2.03125,"2.35937
5","2.20312
5"
"2019-09-
19T15:4
3:00.000
Z","0.02071
695999
999065",402,"0.00909
423828
125",402,231,235,233,2.03125,"2.29687
5",2.09375
"2019-09-
19T15:4
5:00.000
Z","0.02084
649999
999965",404,"0.00903
320312
5",404,233,235,233,"2.01562
5","2.26562
5",2.40625
"2019-09-
19T15:4
7:00.000
Z","0.02100
720000
000728
6",404,"0.00952
148437
5",404,233,236,233,2.03125,"2.26562
5",2.3125
"2019-09-
19T15:4
8:00.000
Z","0.02094
804000
000294
7",404,"0.00848
388671
875",404,233,235,234,"2.07812
5","2.23437
5",2.25
"2019-09-
19T15:5
0:00.000
Z","0.02093
275999
999605",404,"0.00939
941406
25",404,234,236,234,"1.97656
25","2.32812
5","2.32812
5"
"2019-09-
19T15:5
2:00.000
Z","0.02073
085999
999602
8",402,"0.00897
216796
875",402,230,236,234,"1.99218
75","2.35937
5","2.32812
5"
"2019-09-
19T15:5
3:00.000
Z","0.02118
413999
999757",404,"0.00939
941406
25",402,232,235,234,"1.96093
75","2.26562
5",2.40625
"2019-09-
19T15:5
5:00.000
Z","0.02121
830000
000773",404,"0.00952
148437
5",404,233,235,235,"2.04687
5","2.39062
5",2.1875
"2019-09-
19T15:5
7:00.000
Z","0.02097
839999
999268
8",402,"0.00933
837890
625",402,230,236,234,2,"2.32812
5",2.125
"2019-09-
19T15:5
9:00.000
Z","0.02108
358000
000589
6",404,"0.00933
837890
625",402,231,236,234,1.90625,"2.39062
5","2.64062
5"
"2019-09-
19T16:0
0:00.000
Z","0.02091
154000
000096
7",406,"0.00933
837890
625",406,234,237,235,"1.95312
5",2.25,"2.54687
5"
"2019-09-
19T16:0
2:00.000
Z","0.02116
658000
000461
5",408,"0.00939
941406
25",406,234,238,236,1.96875,2.25,"2.29687
5"
"2019-09-
19T16:0
4:00.000
Z","0.02095
005999
998829
7",406,"0.00897
216796
875",406,233,238,236,2,2.28125,2.5
"2019-09-
19T16:0
5:00.000
Z","0.02085
890000
000654
3",408,"0.00915
527343
75",406,233,238,236,"1.91406
25","2.32812
5","2.60937
5"
"2019-09-
19T16:0
7:00.000
Z","0.02119
355999
999970
5",408,"0.00903
320312
5",408,234,238,236,"1.92968
75","2.29687
5","2.29687
5"
"2019-09-
19T16:0
9:00.000
Z","0.02082
821999
999578
3",408,"0.00885
009765
625",408,235,239,237,"1.94531
25","2.32812
5","2.51562
5"
"2019-09-
19T16:1
0:00.000
Z","0.02108
900000
000721
7",408,"0.00891
113281
25",408,235,238,236,"1.97656
25",2.28125,"2.35937
5"
"2019-09-
19T16:1
2:00.000
Z","0.02082
065999
999758
7",408,"0.00897
216796
875",406,234,239,236,1.96875,2.25,2.4375
"2019-09-
19T16:1
4:00.000
Z","0.02065
587999
999115
8",410,"0.00891
113281
25",410,235,238,237,"1.92968
75","2.26562
5","2.26562
5"
"2019-09-
19T16:1
5:00.000
Z","0.04164
636000
001337",408,"0.00952
148437
5",408,235,238,236,"1.89843
75",2.25,2.28125
"2019-09-
19T16:1
7:00.000
Z",0,408,"0.00952
148437
5",408,235,238,236,"1.89843
75",2.25,2.28125
"2019-09-
19T16:1
9:00.000
Z","0.02088
183999
998728",408,"0.00933
837890
625",408,235,238,236,"1.95312
5","2.26562
5",2.25
"2019-09-
19T16:2
1:00.000
Z","0.02089
684000
000125",410,"0.00933
837890
625",408,235,237,236,"1.95312
5","2.26562
5","2.35937
5"
"2019-09-
19T16:2
2:00.000
Z","0.02081
392000
000050
6",408,"0.00903
320312
5",408,234,238,237,2,2.34375,"2.32812
5"
"2019-09-
19T16:2
4:00.000
Z","0.02077
572000
000509
4",412,"0.00952
148437
5",412,237,231,236,"1.94531
25",2.34375,2.1875
"2019-09-
19T16:2
6:00.000
Z","0.02091
300000
000046
6",406,"0.00939
941406
25",406,234,237,236,"2.01562
5",2.25,2.3125
"2019-09-
19T16:2
7:00.000
Z","0.02062
241999
999969
4",406,"0.00915
527343
75",406,234,237,236,1.96875,2.28125,"2.26562
5"
"2019-09-
19T16:2
9:00.000
Z","0.02088
129999
999364
2",406,"0.00921
630859
375",404,233,236,235,"1.94531
25",2.3125,"2.17187
5"
"2019-09-
19T16:3
1:00.000
Z","0.02101
626000
000396
7",406,"0.00958
251953
125",404,232,237,236,"1.89062
5","2.32812
5","2.32812
5"
"2019-09-
19T16:3
2:00.000
Z","0.02080
182000
000786
4",408,"0.00946
044921
875",406,233,238,236,"1.96093
75","2.29687
5",2.53125
"2019-09-
19T16:3
4:00.000
Z","0.02121
989999
999641
6",408,"0.00958
251953
125",408,235,237,236,1.9375,"2.29687
5",2.34375
"2019-09-
19T16:3
6:00.000
Z","0.02099
722000
000474
7",414,"0.00964
355468
75",414,240,236,238,2.03125,2.25,2.21875
"2019-09-
19T16:3
7:00.000
Z","0.02091
401999
999652
6",408,"0.00909
423828
125",408,235,238,237,"1.99218
75",2.40625,"2.01562
5"
"2019-09-
19T16:3
9:00.000
Z","0.02073
509999
999078",408,"0.00921
630859
375",408,234,239,237,"1.89062
5",2.28125,2.25
"2019-09-
19T16:4
1:00.000
Z","0.02104
432000
000088",408,"0.00921
630859
375",406,233,238,236,1.9375,2.375,"2.45312
5"
"2019-09-
19T16:4
2:00.000
Z","0.02094
434000
000183",408,"0.00915
527343
75",408,234,239,237,"1.85937
5","2.42187
5","2.54687
5"
"2019-09-
19T16:4
4:00.000
Z","0.02072
852000
000421",408,"0.00927
734375",408,235,239,237,"1.92968
75","2.26562
5","2.32812
5"
"2019-09-
19T16:4
6:00.000
Z","0.02075
375999
999232
5",410,"0.00927
734375",410,236,239,238,"1.96093
75",2.25,"2.23437
5"
"2019-09-
19T16:4
8:00.000
Z","0.02038
838000
000396
3",410,"0.00903
320312
5",410,236,238,237,"1.95312
5",2.375,2.25
"2019-09-
19T16:4
9:00.000
Z","0.02061
514000
000898",410,"0.00939
941406
25",408,234,238,237,"1.97656
25",2.34375,"2.23437
5"
"2019-09-
19T16:5
1:00.000
Z","0.02064
503999
998851
3",406,"0.00903
320312
5",408,234,238,237,"1.98437
5",2.28125,2.28125
"2019-09-
19T16:5
3:00.000
Z","0.02047
406000
000774",408,"2.20992
937954
59005e-
36",408,232,239,238,"1.94531
25","2.23437
5",2.34375
"2019-09-
19T16:5
4:00.000
Z","0.02088
963999
999396",410,"0.00988
769531
25",410,236,238,237,"1.94531
25","2.26562
5",2.5625
"2019-09-
19T16:5
6:00.000
Z","0.02082
327999
999688
4",410,"0.00939
941406
25","2.29221
398410
34606e-
36",235,238,238,1.96875,"2.23437
5","2.35937
5"
"2019-09-
19T16:5
8:00.000
Z","0.02116
858000
00123",410,"0.00933
837890
625",410,235,239,237,"1.97656
25","2.23437
5",2.34375
"2019-09-
19T16:5
9:00.000
Z","0.02111
669999
999867
3",408,"0.00933
837890
625",410,235,238,237,"1.89062
5",2.25,"2.35937
5"
"2019-09-
19T17:0
1:00.000
Z","0.02103
403999
999864",410,"0.00915
527343
75",410,236,238,238,"1.97656
25","2.23437
5","2.20312
5"
"2019-09-
19T17:0
3:00.000
Z","0.02092
048000
000067
8",408,"0.00952
148437
5",408,235,239,238,"1.95312
5",2.28125,"2.26562
5"
"2019-09-
19T17:0
4:00.000
Z","0.02090
471999
999135
6",408,"0.00927
734375","2.29221
398410
34606e-
36",235,238,237,"1.95312
5","2.29687
5",2.15625
"2019-09-
19T17:0
6:00.000
Z","0.02088
797999
999951
5",410,"2.20992
937954
59005e-
36",410,236,239,237,"1.99218
75","2.29687
5",2.25
"2019-09-
19T17:0
8:00.000
Z","0.02086
388000
000443",410,"0.00933
837890
625",408,236,"2.29221
398410
34606e-
36",237,1.90625,"2.26562
5",2.46875
"2019-09-
19T17:1
0:00.000
Z","0.02093
323999
999847
6",410,"0.00897
216796
875",410,236,239,237,"1.94531
25",2.28125,"2.29687
5"
"2019-09-
19T17:1
1:00.000
Z","0.02097
380000
000703",410,"0.00939
941406
25",410,236,239,237,2,"2.29687
5","2.25694
915357
8792e-
36"
"2019-09-
19T17:1
3:00.000
Z","0.02067
867999
999725
7",410,"0.00909
423828
125",410,237,239,238,"1.99218
75",2.21875,2.21875
"2019-09-
19T17:1
5:00.000
Z","0.02075
097999
999707",408,"0.00891
113281
25",408,235,239,237,"1.96093
75","2.32812
5",2.25
"2019-09-
19T17:1
6:00.000
Z","0.02075
994000
000355
4",408,"0.00909
423828
125",408,233,239,237,"1.97656
25",2.34375,2.1875
"2019-09-
19T17:1
8:00.000
Z","0.02063
971999
999194",408,"0.00952
148437
5",408,234,239,237,1.96875,"2.26562
5",2.46875
"2019-09-
19T17:2
0:00.000
Z","0.02081
874000
000243
4",408,"0.00891
113281
25",410,236,239,237,1.96875,2.21875,"2.23437
5"
"2019-09-
19T17:2
1:00.000
Z","0.02082
190000
000992",408,"0.00921
630859
375",408,235,238,236,"1.99218
75",2.25,2.28125
"2019-09-
19T17:2
3:00.000
Z","0.04167
657999
999937",410,"0.00921
630859
375",410,236,238,237,"1.98437
5","2.26562
5","2.29687
5"
"2019-09-
19T17:2
5:00.000
Z",0,410,"0.00921
630859
375",410,236,238,237,"1.98437
5","2.26562
5","2.29687
5"
"2019-09-
19T17:2
6:00.000
Z","0.02101
638000
000093
4",410,"0.00909
423828
125",410,237,"2.29221
398410
34606e-
36",237,"1.98437
5",2.4375,2.125
"2019-09-
19T17:2
8:00.000
Z","0.02070
583999
999507
7",408,"0.00885
009765
625",410,236,239,236,"1.95312
5",2.3125,"2.25694
915357
8792e-
36"
"2019-09-
19T17:3
0:00.000
Z","0.02093
820000
000414
3",408,"0.00909
423828
125",408,236,239,237,"1.99218
75",2.21875,2.21875
"2019-09-
19T17:3
1:00.000
Z","0.02066
779999
999562",408,"0.00878
90625",410,236,239,237,2,2.25,"2.35937
5"
"2019-09-
19T17:3
3:00.000
Z","0.02098
897999
999462
7",410,"0.00903
320312
5",410,237,240,237,"2.01562
5",2.21875,2.15625
"2019-09-
19T17:3
5:00.000
Z","0.02086
736000
000382
8",410,"0.00933
837890
625",410,236,239,237,"1.98437
5","2.23437
5","2.26562
5"
"2019-09-
19T17:3
7:00.000
Z","0.02062
141999
999585
2",410,"0.00891
113281
25",410,236,239,237,1.9375,"2.26562
5","2.42187
5"
"2019-09-
19T17:3
8:00.000
Z","0.02092
347999
999765
2",408,"0.00897
216796
875",408,234,239,237,1.9375,2.28125,2.34375
"2019-09-
19T17:4
0:00.000
Z","0.02060
906000
00025",410,"0.00866
699218
75",410,235,239,238,"1.92968
75","2.25694
915357
8792e-3
6",2.21875
"2019-09-
19T17:4
2:00.000
Z","0.02088
218000
000051
7",410,"0.00866
699218
75",410,236,240,237,1.96875,2.1875,2.25
"2019-09-
19T17:4
3:00.000
Z","0.02085
311999
999976
3",412,"0.00897
216796
875",412,237,240,238,"1.95312
5",2.1875,2.34375
"2019-09-
19T17:4
5:00.000
Z","0.02057
633999
999961
7",410,"0.00885
009765
625",410,237,239,237,"1.92187
5",2.1875,2.4375
"2019-09-
19T17:4
7:00.000
Z","0.02082
650000
001013",410,"0.00866
699218
75",412,238,239,238,"1.98437
5","2.29687
5",2.28125
"2019-09-
19T17:4
8:00.000
Z","0.02074
747999
999090
2",412,"0.00915
527343
75",410,237,239,237,"1.94531
25","2.23437
5","2.32812
5"
"2019-09-
19T17:5
0:00.000
Z","0.02111
444000
000483
5",412,"0.00909
423828
125",412,238,240,238,2,"2.17187
5",2.40625
"2019-09-
19T17:5
1:00.000
Z","0.00929
559999
999764
9",410,"0.00872
802734
375",410,235,240,238,1.9375,"2.26562
5",2.34375
"2019-09-
19T17:5
3:00.000
Z","0.02084
156000
000075
5",410,"0.00872
802734
375",412,239,239,238,"1.99218
75",2.25,"2.45312
5"
"2019-09-
19T17:5
4:00.000
Z","0.02077
001999
999629
5",412,"0.00878
90625",412,237,238,238,1.9375,"2.35937
5",2.0625
"2019-09-
19T17:5
6:00.000
Z","0.02077
014000
000781
3",410,"0.00903
320312
5",410,237,239,237,"1.99218
75","2.26562
5",2.15625
"2019-09-
19T17:5
8:00.000
Z","0.02078
187999
9995",412,"0.00878
90625",412,237,240,238,"1.95312
5","2.23437
5","2.32812
5"
"2019-09-
19T17:5
9:00.000
Z","0.02049
180000
000342
2",414,"0.00891
113281
25",414,238,241,239,"1.94531
25",2.15625,2.40625
"2019-09-
19T18:0
1:00.000
Z","0.02065
604000
000166
6",414,"0.00891
113281
25",414,239,241,240,2,"2.23437
5","2.23437
5"
"2019-09-
19T18:0
3:00.000
Z","0.01981
663999
999",408,"0.00891
113281
25",406,233,237,236,"1.99218
75",2.28125,"2.25694
915357
8792e-
36"
"2019-09-
19T18:0
4:00.000
Z","0.02007
928000
000538
3",406,"0.00939
941406
25",408,"2.29221
398410
34606e-
36",237,236,"1.94531
25","2.26562
5",2.28125
"2019-09-
19T18:0
6:00.000
Z","0.02028
654000
000097",406,"0.00909
423828
125",406,235,236,235,"2.01562
5",2.28125,2.25
"2019-09-
19T18:0
8:00.000
Z","0.02064
612000
000488
5",406,"0.00897
216796
875",406,232,237,235,1.9375,2.28125,2.28125
"2019-09-
19T18:0
9:00.000
Z","0.04098
409999
998694",406,"0.00909
423828
125",406,232,238,235,"1.95312
5","2.14062
5",2.28125
"2019-09-
19T18:1
1:00.000
Z",0,406,"0.00909
423828
125",406,232,238,235,"1.95312
5","2.14062
5",2.28125
"2019-09-
19T18:1
3:00.000
Z","0.04066
844000
000855
6",408,"0.00878
90625",408,234,238,236,"1.88281
25","2.29687
5","2.26562
5"
"2019-09-
19T18:1
5:00.000
Z",0,408,"0.00878
90625",408,234,238,236,"1.88281
25","2.29687
5","2.26562
5"
"2019-09-
19T18:1
6:00.000
Z","0.02007
670000
000507
5",406,"0.00878
90625",406,233,237,235,1.90625,2.21875,2.375
"2019-09-
19T18:1
8:00.000
Z","0.02002
813999
999489
3",406,"0.00915
527343
75",406,233,237,235,1.96875,"2.26562
5","2.04687
5"
"2019-09-
19T18:2
0:00.000
Z","0.01996
517999
999923
6",404,"0.00903
320312
5",404,"2.29221
398410
34606e-
36","2.29221
398410
34606e-
36",234,"1.88281
25","2.20312
5","2.17187
5"
"2019-09-
19T18:2
1:00.000
Z","0.01928
225999
999267
5",404,"0.00903
320312
5",402,230,236,234,"1.92968
75","2.23437
5",2.25
"2019-09-
19T18:2
3:00.000
Z","0.02066
262000
000279",402,"0.00921
630859
375",402,231,236,234,"1.98437
5","2.26562
5","2.39062
5"
"2019-09-
19T18:2
5:00.000
Z","0.02093
478000
001050
6",402,"0.00952
148437
5",402,230,236,234,"1.97656
25",2.25,"2.29687
5"
"2019-09-
19T18:2
6:00.000
Z","0.02090
709999
999671
6",402,"0.00970
458984
375",402,230,235,233,"1.91406
25",2.3125,"2.54687
5"
"2019-09-
19T18:2
8:00.000
Z","0.02078
389999
99949",402,"0.00964
355468
75",402,230,235,233,"1.89062
5","2.32812
5","2.42187
5"
"2019-09-
19T18:3
0:00.000
Z","0.02056
522000
000404
7",402,"0.00976
5625",402,"2.29221
398410
34606e-
36",235,233,"1.83593
75",2.21875,2.28125
"2019-09-
19T18:3
1:00.000
Z","0.01991
107999
999076
2",402,"2.20992
937954
59005e-
36",402,231,234,233,1.96875,"2.26562
5",2.1875
"2019-09-
19T18:3
3:00.000
Z","0.02033
724000
000802
4",402,"0.01019
287109
375",402,231,234,232,1.90625,2.34375,2.21875
"2019-09-
19T18:3
5:00.000
Z","0.02026
552000
000083
5",402,"0.00994
873046
875",400,230,234,232,"1.94531
25",2.28125,"2.35937
5"
"2019-09-
19T18:3
6:00.000
Z","0.02022
853999
999643",400,"0.01031
494140
625",400,"2.29221
398410
34606e-
36",233,232,1.96875,2.3125,2.28125
"2019-09-
19T18:3
8:00.000
Z","0.02029
936000
000452
7",400,"0.01000
976562
5",400,230,232,232,"1.97656
25",2.28125,2.21875
"2019-09-
19T18:4
0:00.000
Z","0.01984
007999
999448
7",398,"0.01019
287109
375",400,230,232,231,1.96875,"2.23437
5",2.3125
"2019-09-
19T18:4
2:00.000
Z","0.01953
508000
000147",398,"0.01013
183593
75",400,229,232,231,"1.85156
25",2.28125,"2.29687
5"
"2019-09-
19T18:4
3:00.000
Z","0.01945
402000
000467
6",398,"0.01000
976562
5",398,229,232,230,"1.94531
25","2.26562
5",2.15625
"2019-09-
19T18:4
5:00.000
Z","0.01964
534000
000276
2",396,"0.00958
251953
125",398,229,232,231,1.96875,2.28125,2.125
"2019-09-
19T18:4
7:00.000
Z","0.02001
549999
999406
2",396,"0.00939
941406
25",396,227,232,230,"1.98437
5",2.21875,2.15625
"2019-09-
19T18:4
8:00.000
Z","0.01987
099999
999918
4",398,"0.00946
044921
875",396,228,231,230,2,2.28125,2.40625
"2019-09-
19T18:5
0:00.000
Z","0.02012
672000
000020
5",398,"0.00982
666015
625",398,229,232,231,"1.98437
5",2.28125,"2.20312
5"
"2019-09-
19T18:5
2:00.000
Z","0.01954
236000
000674",398,"0.00946
044921
875","2.29221
398410
34606e-
36",228,231,231,1.96875,"2.20312
5",2.1875
"2019-09-
19T18:5
3:00.000
Z","0.01925
111999
998625
8",400,"0.00994
873046
875",400,229,232,232,"1.98437
5","2.17187
5","2.17187
5"
"2019-09-
19T18:5
5:00.000
Z","0.01913
230000
001203
7",400,"0.00982
666015
625",400,230,232,232,"1.96093
75",2.125,"2.17187
5"
"2019-09-
19T18:5
7:00.000
Z","0.01916
995999
999926
4",398,"0.00952
148437
5",400,230,232,232,"2.04687
5",2.21875,"2.20312
5"
"2019-09-
19T18:5
8:00.000
Z","0.01953
443999
998853
7",400,"0.00946
044921
875",400,229,233,232,"1.92187
5",2.21875,"2.29687
5"
"2019-09-
20T08:1
8:00.000
Z","0.13171
986000
001198",402,"0.01104
736328
125","2.29221
398410
34606e-
36",231,236,234,"2.01562
5",2.09375,2.34375
"2019-09-
20T08:2
1:00.000
Z",0,402,"0.01104
736328
125","2.29221
398410
34606e-
36",231,236,234,"2.01562
5",2.09375,2.34375
"2019-09-
20T08:2
4:00.000
Z","0.03791
327999
999339
5",404,"0.01013
183593
75",404,232,235,"2.29221
398410
34606e-
36",2.0625,"1.98437
5","2.35937
5"
"2019-09-
20T08:2
6:00.000
Z","0.01908
504000
000539
3",404,"0.01037
597656
25",404,232,235,233,2,2.125,2.21875
"2019-09-
20T08:2
8:00.000
Z","0.01885
607999
999774
6",402,"2.20992
937954
59005e-
36",404,234,234,233,"2.01562
5","2.10937
5",2.0625
"2019-09-
20T08:2
9:00.000
Z","0.01895
269999
999436
5",402,"0.01116
943359
375",400,230,"2.29221
398410
34606e-
36",233,"2.04687
5",2.15625,"1.86718
75"
"2019-09-
20T08:3
1:00.000
Z","0.01893
402000
00006","2.29221
398410
34606e-
36","0.01049
804687
5",402,231,235,233,1.96875,"2.10937
5","2.25694
915357
8792e-
36"
"2019-09-
20T08:3
3:00.000
Z","0.01902
766000
000701
7",402,"0.01000
976562
5",402,230,235,233,2,2.0625,2.1875
